source,target,creator,status,created_time,confirmed_time
10105,10121,10120,-12,2016-10-14 10:14:21.959663,2016-10-20 10:19:03.719622
10061,10071,10061,3,2016-10-15 02:52:20.359495,2016-10-20 09:59:36.214432
10071,10073,10061,3,2016-10-15 02:52:20.359495,2016-10-20 09:59:36.227663
10061,10072,10061,3,2016-10-15 02:52:20.359495,2016-10-20 09:59:06.888345
10063,10085,10061,3,2016-10-15 02:52:20.359495,2016-10-20 10:09:35.874748
10120,10063,10120,3,2016-10-14 10:10:38.010594,2016-10-20 10:09:35.924555
10127,10105,10120,3,2016-10-14 10:14:21.959663,2016-10-20 10:18:35.056090
10061,10173,10061,3,2016-10-15 02:52:20.359495,2016-10-20 10:37:16.245710
10173,10088,10061,3,2016-10-15 02:52:20.359495,2016-10-20 10:37:17.227984
10059,10068,10061,3,2016-10-15 02:52:20.359495,2016-10-20 10:49:04.206043
10120,10119,10120,3,2016-10-14 10:08:40.096200,2016-10-20 13:13:52.536513
10119,10171,10120,3,2016-10-14 10:14:21.959663,2016-10-20 13:13:48.432986
10056,10178,10056,3,2016-10-14 11:14:56.841443,2016-10-24 01:41:35.634263
10130,10133,10130,3,2016-10-15 14:24:49.982868,2016-10-24 03:48:30.678236
10077,10060,10077,3,2016-10-25 00:28:47.351833,2016-10-25 12:44:15.774203
10120,10153,10120,3,2016-10-14 10:08:40.096200,2016-10-25 14:53:26.837741
10077,10066,10077,3,2016-10-25 00:28:47.351833,2016-10-26 14:45:24.911673
10029,10080,10050,3,2016-10-25 05:58:04.449004,2016-10-26 14:49:01.312932
10078,10042,10050,3,2016-10-25 05:58:04.449004,2016-11-07 15:25:52.403721
10075,10156,10075,3,2016-10-14 08:44:24.532837,2016-10-19 02:21:53.744713
10148,10109,10148,3,2016-10-19 02:52:29.238254,2016-10-24 11:02:15.266406
10086,10156,10050,3,2016-10-13 08:06:35.626995,2016-10-19 02:23:54.307667
10077,10043,10077,3,2016-10-25 00:28:47.351833,2016-10-25 00:54:30.696053
10164,10186,10164,3,2016-10-19 02:37:43.400377,2016-10-25 02:56:16.479694
10041,10051,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:21:45.968790
10073,10051,10073,3,2016-10-19 02:26:53.413107,2016-10-20 02:21:49.408141
10041,10033,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:24:20.485499
10073,10048,10073,3,2016-10-19 02:26:53.413107,2016-10-19 02:27:31.547693
10129,10041,10129,3,2016-10-19 02:26:21.193398,2016-10-19 02:27:33.093584
10041,10135,10041,3,2016-10-19 02:30:35.825453,2016-10-19 02:41:51.257502
10073,10135,10073,3,2016-10-19 02:26:53.413107,2016-10-19 02:28:09.039000
10129,10135,10129,3,2016-10-19 02:26:21.193398,2016-10-19 02:28:09.056562
10042,10045,10050,3,2016-10-13 07:59:18.908155,2016-10-19 02:35:52.434955
10076,10042,10050,3,2016-10-13 07:52:01.015810,2016-10-19 02:35:52.474570
10041,10042,10041,3,2016-10-19 02:30:35.825453,2016-10-19 02:36:01.012915
10129,10042,10120,-21,2016-10-14 10:14:21.959663,2016-10-19 02:36:19.599137
10041,10076,10041,3,2016-10-19 02:30:35.825453,2016-10-19 02:36:53.580957
10117,10125,10137,3,2016-10-25 07:50:02.626085,2016-11-09 09:01:21.873358
10148,10107,10137,3,2016-10-25 07:50:02.626085,2016-10-25 15:34:49.574894
10041,10158,10041,3,2016-10-19 02:30:35.825453,2016-10-19 02:40:30.313215
10117,10111,10137,3,2016-10-25 07:50:02.626085,2016-11-09 09:01:21.856755
10164,10135,10164,3,2016-10-19 02:37:43.400377,2016-10-19 02:40:58.900059
10041,10054,10041,3,2016-10-19 02:30:35.825453,2016-10-20 09:33:54.129168
10221,10062,10221,3,2016-10-19 02:32:05.164387,2016-10-20 03:26:42.144081
10116,10107,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:54:07.947994
10136,10149,10137,3,2016-10-25 07:50:02.626085,2016-11-07 02:20:25.952614
10073,10086,10073,3,2016-10-19 02:26:53.413107,2016-10-19 03:40:08.713963
10074,10076,10050,3,2016-10-25 05:59:37.327363,2016-11-07 05:12:16.972839
10164,10168,10164,3,2016-10-19 02:37:43.400377,2016-10-19 04:04:53.256988
10164,10169,10164,3,2016-10-19 02:37:43.400377,2016-10-19 04:12:32.410514
10041,10045,10041,3,2016-10-19 02:30:35.825453,2016-10-19 04:28:57.563577
10073,10045,10073,3,2016-10-19 02:26:53.413107,2016-10-19 04:29:01.845867
10052,10034,10052,3,2016-10-19 02:31:33.886804,2016-10-19 06:09:09.397978
10129,10034,10129,-21,2016-10-19 02:26:21.193398,2016-10-19 06:09:12.345904
10041,10035,10041,3,2016-10-19 02:30:35.825453,2016-10-19 08:42:52.906358
10086,10042,10050,3,2016-10-25 05:59:37.327363,2016-11-07 15:25:58.490915
10129,10111,10129,3,2016-10-19 02:26:21.193398,2016-10-19 09:25:15.910146
10041,10036,10041,3,2016-10-19 02:30:35.825453,2016-10-26 15:01:02.473085
10073,10082,10073,3,2016-10-19 02:26:53.413107,2016-10-19 10:09:56.267822
10148,10152,10148,3,2016-10-19 02:52:29.238254,2016-10-19 11:54:01.041549
10148,10147,10148,3,2016-10-19 02:52:29.238254,2016-10-19 12:41:34.124671
10129,10147,10129,3,2016-10-19 02:26:21.193398,2016-10-19 12:41:36.381633
10041,10106,10041,3,2016-10-19 02:30:35.825453,2016-10-19 13:30:42.774226
10123,10126,10137,3,2016-10-25 07:50:02.626085,2016-11-08 15:26:09.930834
10116,10123,10137,-21,2016-10-25 07:50:02.626085,2016-11-08 15:26:22.597141
10149,10126,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:46:34.347414
10126,10146,10137,3,2016-10-25 07:50:02.626085,2016-10-26 15:00:45.466214
10041,10029,10041,3,2016-10-19 02:30:35.825453,2016-10-20 01:54:03.509840
10041,10047,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:00:50.057497
10129,10047,10129,3,2016-10-19 02:26:21.193398,2016-10-20 02:00:50.984838
10041,10052,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:02:37.280261
10041,10049,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:03:43.168538
10041,10089,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:09:09.792751
10041,10038,10041,3,2016-10-19 02:30:35.825453,2016-10-20 02:11:30.938711
10164,10103,10164,3,2016-10-19 02:37:43.400377,2016-10-20 02:11:32.334536
10041,10050,10041,3,2016-10-19 02:30:35.825453,2016-10-20 04:54:02.277559
10073,10028,10073,3,2016-10-19 02:26:53.413107,2016-10-20 05:26:10.791547
10181,10127,10050,3,2016-10-25 05:59:37.327363,2016-10-26 14:58:19.113693
10164,10187,10164,3,2016-10-19 02:37:43.400377,2016-10-20 05:40:03.315553
10148,10137,10148,3,2016-10-19 02:52:29.238254,2016-10-20 07:47:14.191238
10136,10111,10137,3,2016-10-25 07:50:02.626085,2016-10-25 16:08:50.851436
10148,10149,10148,3,2016-10-19 02:52:29.238254,2016-10-20 08:09:31.514117
10080,10050,10050,3,2016-10-25 05:59:37.327363,2016-10-26 14:44:13.359794
10041,10078,10041,3,2016-10-19 02:30:35.825453,2016-10-20 08:52:15.843949
10078,10086,10052,3,2016-10-19 02:31:25.775170,2016-10-20 08:52:15.828311
10073,10143,10073,3,2016-10-19 02:26:53.413107,2016-10-20 09:46:14.496003
10031,10078,10122,3,2016-10-13 03:33:33.609914,2016-10-20 09:40:23.986608
10041,10079,10041,3,2016-10-19 02:30:35.825453,2016-10-20 10:01:28.953768
10041,10081,10041,3,2016-10-19 02:30:35.825453,2016-10-20 10:02:38.443517
10129,10134,10129,3,2016-10-19 02:26:21.193398,2016-10-20 10:16:43.934417
10148,10146,10148,3,2016-10-19 02:52:29.238254,2016-10-20 12:32:47.682320
10148,10179,10148,3,2016-10-19 02:52:29.238254,2016-10-20 10:26:24.108375
10136,10126,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:45:54.210941
10041,10114,10041,3,2016-10-19 02:30:35.825453,2016-10-20 13:01:19.308818
10073,10060,10073,3,2016-10-19 02:26:53.413107,2016-10-20 12:46:29.933355
10129,10110,10129,3,2016-10-19 02:26:21.193398,2016-10-21 04:08:06.854805
10146,10148,10137,3,2016-10-25 07:50:02.626085,2016-10-26 15:00:46.346644
10148,10112,10148,3,2016-10-19 02:52:29.238254,2016-10-22 15:13:10.873654
10126,10148,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:46:58.455829
10073,10178,10073,3,2016-10-19 02:26:53.413107,2016-10-24 01:41:35.620203
10148,10133,10148,3,2016-10-19 02:52:29.238254,2016-10-24 03:48:25.673074
10041,10133,10041,3,2016-10-19 02:30:35.825453,2016-10-24 03:48:29.795169
10041,10129,10041,3,2016-10-19 02:30:35.825453,2016-10-24 05:38:50.194526
10116,10109,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:51:31.122960
10134,10125,10137,3,2016-10-25 07:50:02.626085,2016-10-27 00:45:36.141812
10116,10126,10137,3,2016-10-25 07:50:02.626085,2016-10-26 14:54:15.426120
10116,10125,10137,3,2016-10-25 07:50:02.626085,2016-10-26 15:09:10.598418
10126,10125,10111,3,2016-10-19 09:31:57.087078,2016-10-26 14:45:35.883332
10169,10051,10169,-21,2016-10-19 04:17:14.420456,2016-10-20 02:21:38.092437
10163,10109,10111,-12,2016-10-19 09:31:57.087078,2016-10-24 11:02:15.227812
10125,10109,10111,3,2016-10-19 09:31:57.087078,2016-10-24 11:02:15.247037
10145,10120,10145,3,2016-10-19 06:32:05.047326,2016-10-24 13:29:07.259008
10083,10120,10083,3,2016-10-19 02:54:19.279758,2016-10-24 13:29:07.273494
10083,10064,10083,1,2016-10-19 02:54:19.279758,None
10082,10076,10075,3,2016-10-14 08:44:24.532837,2016-10-19 10:09:56.325927
10083,10130,10083,3,2016-10-19 02:54:19.279758,2016-10-21 06:58:52.477014
10152,10148,10152,3,2016-10-19 11:58:07.730727,2016-10-20 14:32:06.212696
10043,10066,10062,3,2016-10-22 07:34:16.912190,2016-10-25 00:55:14.227284
10120,10144,10120,3,2016-10-14 10:08:40.096200,2016-10-19 03:18:27.513603
10127,10144,10127,3,2016-10-12 11:33:14.028800,2016-10-19 03:18:37.065804
10083,10178,10083,3,2016-10-19 02:54:19.279758,2016-10-24 01:41:35.603982
10145,10117,10145,3,2016-10-19 06:32:05.047326,2016-10-25 01:50:52.380375
10080,10156,10075,3,2016-10-14 08:44:24.532837,2016-10-19 03:49:01.378693
10169,10065,10169,3,2016-10-19 04:17:14.420456,2016-10-19 04:17:48.413839
10041,10065,10041,3,2016-10-19 02:30:35.825453,2016-10-19 04:17:50.046731
10086,10045,10086,3,2016-10-19 03:45:54.361159,2016-10-19 04:28:52.215417
10169,10034,10169,-21,2016-10-19 04:17:14.420456,2016-10-19 06:09:02.377209
10086,10051,10086,3,2016-10-19 03:45:54.361159,2016-10-20 02:21:40.806226
10145,10135,10130,3,2016-10-14 02:59:54.494232,2016-10-19 06:27:58.614421
10111,10042,10111,-21,2016-10-19 09:31:57.087078,2016-10-20 02:30:58.265177
10106,10145,10130,3,2016-10-14 02:59:54.494232,2016-10-19 06:27:58.708296
10134,10111,10137,3,2016-10-25 07:50:02.626085,2016-10-27 00:45:34.806348
10145,10138,10145,3,2016-10-19 06:32:05.047326,2016-10-25 10:37:07.207276
10169,10072,10169,3,2016-10-19 04:17:14.420456,2016-10-27 13:17:32.290476
10073,10085,10073,3,2016-10-19 02:26:53.413107,2016-10-19 06:51:57.165985
10145,10113,10145,3,2016-10-19 06:32:05.047326,2016-10-19 07:30:51.781546
10086,10057,10086,3,2016-10-19 03:45:54.361159,2016-11-09 12:36:34.919990
10082,10062,10082,3,2016-10-19 10:23:18.799927,2016-10-20 03:26:27.153794
10086,10062,10086,3,2016-10-19 03:45:54.361159,2016-10-20 03:26:28.392927
10134,10110,10137,3,2016-10-25 07:50:02.626085,2016-10-27 00:45:36.781594
10082,10075,10082,3,2016-10-19 10:23:18.799927,2016-10-19 11:00:35.000337
10086,10075,10086,3,2016-10-19 03:45:54.361159,2016-10-19 11:00:36.476269
10082,10070,10082,3,2016-10-19 10:29:39.776959,2016-10-19 16:03:45.770425
10152,10172,10152,3,2016-10-19 11:58:07.730727,2016-10-19 16:09:11.722889
10130,10171,10083,3,2016-10-19 02:54:19.279758,2016-10-21 06:58:52.463000
10145,10143,10145,3,2016-10-19 06:32:05.047326,2016-10-20 09:46:13.679304
10086,10178,10086,3,2016-10-19 03:45:54.361159,2016-10-24 01:41:35.557989
10082,10092,10082,3,2016-10-19 10:23:18.799927,2016-10-20 02:02:37.894776
10082,10064,10082,3,2016-10-19 10:23:18.799927,2016-10-20 02:00:25.434937
10047,10029,10083,3,2016-10-19 02:54:19.279758,2016-10-20 02:00:49.294365
10126,10042,10111,-21,2016-10-19 09:31:57.087078,2016-10-26 14:47:16.855414
10152,10153,10152,3,2016-10-19 11:58:07.730727,2016-10-25 14:53:07.471189
10145,10118,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:03:13.153982
10145,10049,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:03:43.122257
10134,10109,10137,3,2016-10-25 07:50:02.626085,2016-10-27 00:38:33.923362
10145,10130,10145,3,2016-10-19 06:32:05.047326,2016-10-21 06:58:28.145276
10145,10038,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:11:29.377720
10145,10051,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:14:02.368450
10145,10127,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:16:47.964109
10082,10066,10082,3,2016-10-19 10:29:39.776959,2016-10-20 02:14:30.280430
10126,10109,10111,3,2016-10-19 09:31:57.087078,2016-10-26 14:45:20.921747
10086,10050,10086,3,2016-10-19 03:45:54.361159,2016-10-20 04:54:00.688009
10169,10028,10169,3,2016-10-19 04:17:14.420456,2016-10-20 05:26:10.775090
10145,10053,10145,3,2016-10-19 06:32:05.047326,2016-10-20 05:40:09.057679
10086,10073,10086,3,2016-10-19 03:45:54.361159,2016-10-20 06:02:57.116645
10082,10057,10082,3,2016-10-19 10:23:18.799927,2016-10-20 06:06:08.126081
10152,10095,10152,3,2016-10-19 11:58:07.730727,2016-10-20 08:06:48.588345
10082,10061,10082,3,2016-10-19 10:23:18.799927,2016-10-20 08:33:20.261703
10043,10080,10043,3,2016-10-19 09:36:27.108517,2016-10-20 08:45:56.855462
10086,10079,10086,3,2016-10-19 03:45:54.361159,2016-10-20 09:53:15.508254
10086,10178,10083,3,2016-10-19 02:54:19.279758,2016-10-24 01:41:35.589533
10113,10078,10130,3,2016-10-14 02:59:54.494232,2016-10-20 08:52:31.138430
10145,10078,10145,3,2016-10-19 06:32:05.047326,2016-10-20 08:52:15.812767
10083,10128,10083,3,2016-10-19 02:54:19.279758,2016-10-20 09:41:02.414264
10171,10128,10083,3,2016-10-19 02:54:19.279758,2016-10-20 09:41:02.447267
10142,10078,10130,3,2016-10-14 02:59:54.494232,2016-10-20 09:41:56.481689
10034,10126,10111,3,2016-10-19 09:31:57.087078,2016-10-20 15:53:10.572746
10152,10102,10152,3,2016-10-19 11:58:07.730727,2016-10-20 10:16:55.817249
10086,10105,10086,3,2016-10-19 03:45:54.361159,2016-10-20 10:19:09.210790
10114,10126,10111,3,2016-10-19 09:31:57.087078,2016-10-20 15:53:09.088021
10086,10110,10086,3,2016-10-19 03:45:54.361159,2016-10-21 04:08:02.094454
10111,10161,10111,3,2016-10-19 09:31:57.087078,2016-10-20 10:22:17.240568
10169,10041,10169,-21,2016-10-19 04:17:14.420456,2016-10-26 09:34:31.926540
10082,10068,10082,3,2016-10-19 10:23:18.799927,2016-10-20 10:49:01.407247
10034,10114,10111,3,2016-10-19 09:31:57.087078,2016-10-20 13:01:13.917757
10145,10144,10145,3,2016-10-19 06:32:05.047326,2016-10-20 13:04:51.784462
10142,10132,10130,3,2016-10-14 02:59:54.494232,2016-10-20 13:17:31.346536
10086,10156,10086,3,2016-10-19 03:45:54.361159,2016-10-20 13:08:51.356782
10145,10132,10145,3,2016-10-19 06:32:05.047326,2016-10-20 13:16:38.684773
10145,10142,10145,3,2016-10-19 06:32:05.047326,2016-10-20 13:28:31.726379
10163,10126,10111,3,2016-10-19 09:31:57.087078,2016-10-20 15:53:06.837990
10161,10110,10111,3,2016-10-19 09:31:57.087078,2016-10-21 04:07:54.705490
10126,10111,10110,3,2016-10-13 08:18:52.770629,2016-10-26 14:47:45.701086
10067,10134,10111,3,2016-10-19 09:31:57.087078,2016-10-21 06:40:17.970716
10130,10128,10083,3,2016-10-19 02:54:19.279758,2016-10-21 06:58:28.157682
10145,10112,10145,3,2016-10-19 06:32:05.047326,2016-10-22 15:12:33.003223
10069,10112,10069,3,2016-10-20 02:38:04.834206,2016-10-22 15:13:12.524735
10082,10074,10082,3,2016-10-19 10:23:18.799927,2016-10-23 05:15:25.521936
10086,10074,10086,3,2016-10-19 03:45:54.361159,2016-10-23 05:15:26.983516
10145,10139,10145,3,2016-10-19 06:32:05.047326,2016-10-24 01:04:11.273796
10110,10129,10111,3,2016-10-19 09:31:57.087078,2016-10-24 05:38:49.291891
10158,10178,10083,3,2016-10-19 02:54:19.279758,2016-10-26 09:50:02.032836
10145,10135,10145,3,2016-10-19 06:32:05.047326,2016-10-24 09:16:04.468641
10043,10135,10043,3,2016-10-19 09:36:27.108517,2016-10-24 10:17:34.892552
10086,10036,10086,3,2016-10-19 03:45:54.361159,2016-10-26 15:02:33.635449
10163,10125,10137,3,2016-10-25 07:50:02.626085,2016-10-26 15:09:13.445216
10136,10110,10137,1,2016-10-25 07:50:02.626085,2016-11-07 02:20:25.939047
10145,10136,10145,3,2016-10-19 06:32:05.047326,2016-11-07 02:20:45.902575
10074,10065,10050,3,2016-10-25 06:01:12.481691,2016-11-07 05:11:20.910943
10140,10147,10140,3,2016-10-13 08:03:31.390077,2016-10-19 12:41:44.459777
10075,10055,10075,3,2016-10-14 08:44:24.532837,2016-10-19 13:10:10.389057
10145,10106,10145,3,2016-10-19 06:32:05.047326,2016-10-19 13:30:40.307603
10129,10106,10129,3,2016-10-19 02:26:21.193398,2016-10-19 13:30:45.482299
10140,10127,10140,3,2016-10-13 08:03:31.390077,2016-10-20 02:17:27.384376
10069,10079,10069,3,2016-10-20 02:38:04.834206,2016-10-24 10:43:42.789663
10120,10116,10120,3,2016-10-14 10:08:40.096200,2016-10-19 14:37:49.337184
10074,10076,10045,3,2016-10-24 12:28:23.495272,2016-11-07 05:12:16.985729
10073,10070,10073,3,2016-10-19 02:26:53.413107,2016-10-19 16:03:32.741741
10152,10171,10152,3,2016-10-19 11:58:07.730727,2016-10-20 00:10:25.943776
10083,10171,10083,3,2016-10-19 02:54:19.279758,2016-10-20 00:10:34.140531
10120,10171,10120,3,2016-10-14 10:08:40.096200,2016-10-20 00:10:43.116418
10029,10056,10029,3,2016-10-20 02:06:03.536188,2016-10-24 11:30:54.344875
10052,10029,10052,3,2016-10-12 11:32:34.516493,2016-10-20 01:54:32.758537
10122,10109,10122,3,2016-10-20 05:38:04.271005,2016-10-24 11:02:08.096779
10120,10091,10120,-21,2016-10-14 10:08:40.096200,2016-10-20 02:01:32.485379
10118,10145,10130,3,2016-10-14 02:59:54.494232,2016-10-20 02:03:13.116272
10049,10145,10130,3,2016-10-14 02:59:54.494232,2016-10-20 02:03:43.297148
10135,10049,10050,3,2016-10-13 08:12:43.142750,2016-10-20 02:04:24.034089
10029,10026,10029,1,2016-10-20 02:06:03.536188,None
10029,10047,10029,3,2016-10-20 02:06:03.536188,2016-10-20 02:07:39.103608
10118,10047,10118,3,2016-10-20 02:07:39.244491,2016-10-20 02:08:00.368362
10118,10142,10130,3,2016-10-14 02:59:54.494232,2016-10-20 02:08:09.720683
10145,10089,10145,3,2016-10-19 06:32:05.047326,2016-10-20 02:09:09.774875
10049,10087,10049,3,2016-10-20 02:14:36.683348,2016-10-20 02:23:17.142804
10049,10035,10049,3,2016-10-20 02:09:14.068078,2016-10-20 02:10:37.000709
10118,10049,10118,3,2016-10-20 02:07:39.244491,2016-10-20 02:11:47.861102
10049,10165,10049,1,2016-10-20 02:14:36.683348,None
10131,10133,10045,3,2016-10-24 12:28:23.495272,2016-10-26 10:13:13.381344
10120,10127,10120,3,2016-10-14 10:08:40.096200,2016-10-20 02:16:48.006269
10127,10145,10130,3,2016-10-14 02:59:54.494232,2016-10-20 02:16:48.093743
10049,10033,10049,3,2016-10-20 02:14:36.683348,2016-10-20 02:24:18.745490
10049,10065,10049,3,2016-10-20 02:14:36.683348,2016-10-20 02:25:36.281767
10029,10181,10029,3,2016-10-20 02:06:03.536188,2016-10-20 02:39:52.295879
10049,10069,10049,3,2016-10-20 02:14:36.683348,2016-10-20 02:28:02.127040
10029,10042,10029,3,2016-10-20 02:06:03.536188,2016-10-20 02:30:41.105483
10175,10042,10175,-21,2016-10-20 02:07:56.664641,2016-10-20 02:30:55.325505
10069,10044,10069,3,2016-10-20 02:38:04.834206,2016-10-20 03:07:19.204182
10049,10044,10049,3,2016-10-20 02:14:36.683348,2016-10-20 03:07:19.305008
10069,10088,10069,3,2016-10-20 02:38:04.834206,2016-10-20 03:14:16.671375
10140,10084,10140,3,2016-10-19 15:47:58.155574,2016-10-20 03:36:30.349348
10042,10050,10051,3,2016-10-20 02:20:43.112953,2016-10-20 04:53:51.603022
10029,10050,10029,3,2016-10-20 02:06:03.536188,2016-10-20 04:53:58.383056
10069,10086,10069,3,2016-10-20 02:38:04.834206,2016-10-20 05:10:05.073696
10047,10163,10047,3,2016-10-20 02:10:29.164241,2016-10-26 14:44:23.006898
10069,10089,10069,3,2016-10-20 02:38:04.834206,2016-10-24 14:16:58.139185
10122,10137,10122,3,2016-10-20 05:38:04.271005,2016-10-20 07:47:14.132317
10049,10137,10049,3,2016-10-20 02:14:36.683348,2016-10-20 07:47:14.149349
10118,10137,10118,3,2016-10-20 02:07:39.244491,2016-10-20 07:47:14.161761
10122,10116,10122,3,2016-10-20 05:38:04.271005,2016-10-26 14:52:44.361500
10103,10180,10103,3,2016-10-20 02:14:50.421580,2016-10-20 08:09:26.204375
10140,10121,10140,3,2016-10-19 15:47:58.155574,2016-10-20 08:34:38.220373
10029,10170,10029,3,2016-10-20 02:06:03.536188,2016-10-20 08:57:23.591038
10069,10037,10069,3,2016-10-20 02:38:04.834206,2016-10-20 08:50:37.451495
10122,10054,10122,3,2016-10-20 05:38:04.271005,2016-10-20 09:33:45.670470
10069,10054,10069,3,2016-10-20 02:38:04.834206,2016-10-20 09:33:49.377272
10143,10127,10130,3,2016-10-14 02:59:54.494232,2016-10-20 09:46:29.645807
10069,10071,10069,3,2016-10-20 02:38:04.834206,2016-10-20 09:59:36.175586
10175,10102,10175,3,2016-10-20 02:07:56.664641,2016-10-20 10:17:00.938388
10050,10067,10122,3,2016-10-20 05:38:04.271005,2016-10-24 10:28:30.397375
10118,10105,10118,3,2016-10-20 02:07:39.244491,2016-10-20 10:19:12.792232
10103,10104,10103,3,2016-10-20 02:14:50.421580,2016-10-20 10:40:37.455372
10049,10106,10049,3,2016-10-20 02:14:36.683348,2016-10-20 10:59:37.129853
10069,10076,10069,3,2016-10-20 02:38:04.834206,2016-10-20 12:56:08.765486
10069,10038,10069,3,2016-10-20 02:38:04.834206,2016-10-20 12:56:52.336819
10122,10125,10122,3,2016-10-20 05:38:04.271005,2016-10-20 13:00:54.112834
10175,10101,10175,3,2016-10-20 02:07:56.664641,2016-10-21 03:53:51.483562
10047,10123,10047,3,2016-10-20 02:09:35.411671,2016-10-20 13:15:16.710894
10049,10119,10049,3,2016-10-20 02:14:36.683348,2016-10-20 13:13:44.166479
10125,10126,10122,3,2016-10-20 05:38:04.271005,2016-10-20 15:53:14.165581
10069,10065,10069,3,2016-10-20 02:38:04.834206,2016-10-21 05:08:47.669462
10105,10050,10122,3,2016-10-20 05:38:04.271005,2016-10-21 13:11:48.204233
10047,10185,10047,3,2016-10-20 02:10:29.164241,2016-10-22 07:05:07.379903
10029,10074,10029,3,2016-10-20 02:06:03.536188,2016-10-23 05:15:24.068453
10122,10131,10122,3,2016-10-20 05:38:04.271005,2016-10-23 09:05:39.916003
10049,10052,10049,3,2016-10-20 02:09:14.068078,2016-10-23 09:55:21.916922
10103,10167,10103,3,2016-10-20 02:14:50.421580,2016-10-24 02:18:44.953257
10103,10164,10103,3,2016-10-20 02:14:50.421580,2016-10-24 02:19:02.962701
10140,10085,10140,3,2016-10-19 15:47:58.155574,2016-10-24 02:35:12.276198
10084,10050,10122,3,2016-10-20 05:38:04.271005,2016-10-24 04:26:35.697612
10175,10091,10175,-21,2016-10-20 02:07:56.664641,2016-10-24 10:33:14.030774
10122,10135,10122,3,2016-10-20 05:38:04.271005,2016-10-24 10:17:34.839730
10030,10133,10045,3,2016-10-24 12:28:23.495272,2016-10-25 02:58:04.363539
10069,10042,10069,3,2016-10-20 02:38:04.834206,2016-10-25 03:26:19.292638
10029,10036,10029,3,2016-10-20 02:06:03.536188,2016-10-26 15:02:32.615652
10049,10138,10049,3,2016-10-20 02:14:36.683348,2016-10-25 10:37:13.241820
10175,10153,10175,3,2016-10-20 02:07:56.664641,2016-10-25 14:53:25.859074
10029,10041,10029,3,2016-10-20 02:06:03.536188,2016-10-26 09:34:30.854680
10029,10163,10029,3,2016-10-20 02:06:03.536188,2016-10-26 14:44:25.666919
10163,10125,10111,3,2016-10-19 09:31:57.087078,2016-10-26 14:44:29.820901
10116,10146,10122,3,2016-10-20 05:38:04.271005,2016-10-26 14:51:20.454726
10118,10116,10118,3,2016-10-20 02:07:39.244491,2016-10-26 14:52:57.928865
10036,10050,10045,3,2016-10-24 12:28:23.495272,2016-10-26 15:01:21.470025
10035,10069,10080,3,2016-10-20 08:55:23.097240,2016-10-24 12:36:15.729354
10182,10046,10182,3,2016-10-20 10:34:19.660783,2016-10-24 10:38:43.971791
10051,10064,10182,3,2016-10-20 10:35:10.021447,2016-10-24 10:39:46.561890
10162,10084,10162,3,2016-10-20 10:19:16.677584,2016-10-24 04:26:27.152245
10029,10140,10029,3,2016-10-20 02:06:03.536188,2016-10-20 09:01:28.545947
10181,10059,10181,3,2016-10-20 02:43:40.952665,2016-10-20 09:04:21.890647
10059,10061,10073,3,2016-10-20 06:05:46.784432,2016-10-20 09:04:22.725935
10150,10166,10150,3,2016-10-20 04:59:47.085363,2016-10-20 09:26:37.837089
10054,10114,10052,3,2016-10-12 11:34:58.170048,2016-10-20 09:34:28.980537
10170,10078,10170,3,2016-10-13 07:21:14.228134,2016-10-20 09:40:23.968250
10127,10078,10127,3,2016-10-12 11:34:51.508719,2016-10-20 09:40:24.039426
10037,10035,10080,3,2016-10-20 08:55:23.097240,2016-10-24 12:36:16.889049
10035,10086,10080,3,2016-10-20 08:55:23.097240,2016-10-24 12:36:17.756433
10043,10087,10043,-21,2016-10-25 00:59:49.869753,2016-11-09 07:43:52.586739
10089,10078,10049,3,2016-10-20 10:19:57.542354,2016-10-24 14:16:48.070416
10059,10042,10059,-21,2016-10-20 09:09:31.157539,2016-10-25 03:26:09.150184
10143,10120,10130,3,2016-10-14 02:59:54.494232,2016-10-20 09:46:28.931408
10051,10042,10049,3,2016-10-20 10:19:57.542354,2016-10-25 03:26:12.592828
10043,10071,10070,3,2016-10-25 06:07:28.754523,2016-10-26 15:04:38.554436
10079,10080,10083,3,2016-10-19 03:51:20.124341,2016-10-20 09:52:47.519272
10042,10074,10049,3,2016-10-20 10:19:57.542354,2016-10-25 03:26:12.605049
10221,10072,10221,3,2016-10-19 02:32:42.699007,2016-10-20 09:59:06.874308
10062,10071,10073,3,2016-10-20 06:05:46.784432,2016-10-20 09:59:36.148746
